status,employees,firm_age,man_gender,sector
Open,13,24,Female,Other Services
Open,27,8,Male,Other Services
Open,5,11,Male,Retail
Open,9,38,Male,Other Services
Open,50,11,Male,Other Services
Open,10,5,Male,Retail
Open,5,28,Male,Other Services
Open,8,15,Male,Retail
Open,7,12,Male,Retail
Open,18,18,Male,Manufacturing
Open,28,4,Female,Other Services
Open,22,1,Male,Other Services
Open,17,3,Female,Manufacturing
Open,6,30,Male,Manufacturing
Open,6,2,Male,Retail
Permenant closed,15,5,Male,Retail
Permenant closed,15,16,Male,Retail
Temporary closed,7,15,Male,Retail
Open,11,1,Male,Other Services
Open,13,5,Male,Manufacturing
Permenant closed,8,23,Male,Other Services
Open,12,11,Male,Other Services
Open,138,53,Male,Retail
Open,35,48,Male,Manufacturing
Open,20,25,Male,Manufacturing
Open,57,57,Male,Manufacturing
Open,11,36,Male,Manufacturing
Open,35,41,Male,Manufacturing
Open,15,35,Male,Manufacturing
Open,130,25,Male,Manufacturing
Open,27,26,Male,Manufacturing
Open,18,20,Male,Manufacturing
Open,23,24,Male,Manufacturing
Open,35,25,Male,Manufacturing
Open,20,13,Male,Manufacturing
Open,150,26,Male,Other Services
Open,126,27,Male,Manufacturing
Open,88,19,Male,Manufacturing
Open,28,15,Male,Manufacturing
Open,20,14,Male,Manufacturing
Open,60,15,Male,Manufacturing
Open,30,14,Male,Manufacturing
Open,90,14,Male,Manufacturing
Open,18,10,Male,Manufacturing
Open,15,24,Male,Other Services
Open,35,15,Male,Manufacturing
Open,30,13,Male,Manufacturing
Open,21,23,Male,Other Services
Open,40,25,Male,Retail
Open,11,10,Male,Retail
Open,6,11,Male,Manufacturing
Open,45,8,Male,Manufacturing
Open,7,20,Male,Manufacturing
Open,9,5,Male,Other Services
Open,8,16,Male,Manufacturing
Open,16,11,Male,Other Services
Permenant closed,10,5,Male,Manufacturing
Open,12,6,Male,Retail
Open,41,3,Male,Manufacturing
Open,6,19,Male,Manufacturing
Open,5,18,Male,Retail
Open,32,38,Male,Other Services
Open,12,32,Male,Other Services
Open,14,38,Male,Other Services
Open,15,13,Male,Other Services
Open,15,28,Male,Other Services
Permenant closed,13,26,Male,Other Services
Open,17,13,Male,Other Services
Open,60,26,Male,Other Services
Open,6,11,Male,Other Services
Open,6,25,Male,Other Services
Open,17,25,Male,Other Services
Temporary closed,12,25,Male,Other Services
Open,30,8,Male,Other Services
Open,12,24,Male,Other Services
Open,11,23,Male,Other Services
Permenant closed,7,5,Male,Other Services
Open,11,18,Male,Other Services
Open,8,20,Male,Other Services
Open,9,23,Male,Other Services
Open,19,20,Male,Other Services
Open,9,19,Male,Other Services
Open,20,19,Male,Other Services
Open,8,20,Male,Other Services
Open,5,24,Male,Other Services
Open,5,15,Male,Other Services
Permenant closed,9,18,Male,Other Services
Open,22,47,Male,Other Services
Open,8,8,Male,Other Services
Open,11,9,Male,Other Services
Open,6,9,Male,Other Services
Open,25,9,Male,Other Services
Open,20,15,Male,Other Services
Permenant closed,18,5,Male,Other Services
Open,23,25,Male,Other Services
Open,25,15,Male,Other Services
Open,8,40,Male,Other Services
Open,16,26,Male,Other Services
Open,7,14,Male,Other Services
Open,14,13,Male,Other Services
Open,6,26,Male,Other Services
Open,13,13,Male,Other Services
Open,20,26,Male,Other Services
Open,8,13,Male,Other Services
Open,8,14,Male,Other Services
Open,6,18,Male,Other Services
Open,11,12,Male,Other Services
Open,5,21,Male,Other Services
Permenant closed,7,13,Male,Other Services
Open,9,29,Male,Other Services
Permenant closed,8,10,Male,Other Services
Open,12,44,Male,Other Services
Open,9,11,Male,Other Services
Open,12,21,Male,Other Services
Open,5,11,Male,Other Services
Open,6,11,Male,Other Services
Open,8,11,Male,Other Services
Open,11,11,Male,Other Services
Open,50,11,Male,Other Services
Open,5,19,Male,Other Services
Open,15,13,Male,Other Services
Open,15,24,Male,Other Services
Open,5,10,Male,Other Services
Open,9,10,Male,Other Services
Open,5,10,Male,Other Services
Open,8,10,Male,Other Services
Open,4,19,Male,Other Services
Open,6,9,Male,Other Services
Open,35,9,Male,Other Services
Permenant closed,9,15,Male,Other Services
Open,19,7,Male,Other Services
Open,26,7,Male,Other Services
Open,50,30,Female,Other Services
Temporary closed,12,7,Male,Other Services
Permenant closed,11,7,Male,Other Services
Open,10,7,Male,Other Services
Temporary closed,30,29,Male,Other Services
Permenant closed,6,6,Male,Other Services
Open,8,12,Male,Other Services
Open,9,6,Male,Other Services
Permenant closed,7,2,Male,Other Services
Open,7,27,Male,Other Services
Open,6,5,Male,Other Services
Open,8,5,Male,Other Services
Permenant closed,7,8,Male,Other Services
Open,5,5,Female,Other Services
Open,25,14,Male,Other Services
Open,17,4,Male,Other Services
Open,35,11,Male,Other Services
Open,13,4,Male,Other Services
Open,35,3,Male,Other Services
Open,8,3,Male,Other Services
Open,14,3,Male,Other Services
Permenant closed,9,3,Male,Other Services
Open,9,3,Male,Other Services
Open,15,2,Male,Other Services
Open,7,9,Male,Manufacturing
Permenant closed,28,3,Male,Manufacturing
Open,34,22,Male,Manufacturing
Permenant closed,8,28,Male,Manufacturing
Open,140,14,Male,Manufacturing
Permenant closed,112,57,Male,Manufacturing
Open,42,37,Male,Manufacturing
Open,65,35,Male,Manufacturing
Open,34,19,Male,Manufacturing
Open,35,13,Male,Manufacturing
Open,6,7,Male,Manufacturing
Open,35,18,Male,Manufacturing
Temporary closed,47,25,Female,Manufacturing
Open,25,6,Male,Manufacturing
Permenant closed,30,1,Male,Manufacturing
Open,60,15,Male,Manufacturing
Open,5,19,Male,Manufacturing
Open,5,10,Male,Retail
Open,18,18,Male,Manufacturing
Open,7,6,Male,Retail
Open,25,6,Male,Manufacturing
Open,5,14,Male,Other Services
Open,5,4,Male,Manufacturing
Open,25,27,Male,Manufacturing
Open,27,20,Male,Manufacturing
Open,7,21,Male,Manufacturing
Open,40,10,Male,Manufacturing
Open,48,46,Male,Manufacturing
Open,78,6,Male,Manufacturing
Open,65,8,Male,Manufacturing
Open,33,46,Male,Manufacturing
Permenant closed,6,16,Male,Manufacturing
Open,5,12,Male,Manufacturing
Open,48,72,Male,Manufacturing
Open,9,7,Male,Other Services
Open,24,18,Male,Retail
Open,5,8,Male,Other Services
Open,6,6,Male,Other Services
Open,5,11,Male,Other Services
Open,10,31,Male,Other Services
Permenant closed,50,12,Male,Other Services
Permenant closed,5,9,Male,Manufacturing
Open,15,6,Male,Manufacturing
Open,5,1,Male,Other Services
Open,15,31,Male,Manufacturing
Open,25,29,Male,Manufacturing
Open,5,24,Male,Retail
Temporary closed,20,12,Male,Other Services
Open,5,7,Male,Other Services
Temporary closed,7,26,Male,Other Services
Temporary closed,7,4,Male,Other Services
Open,8,5,Male,Other Services
Permenant closed,10,9,Male,Other Services
Permenant closed,5,4,Female,Other Services
Open,8,7,Male,Other Services
Open,5,2,Male,Other Services
Open,13,39,Male,Other Services
Open,5,37,Female,Retail
Temporary closed,5,3,Male,Other Services
Permenant closed,5,2,Male,Other Services
Temporary closed,5,2,Male,Other Services
Permenant closed,5,6,Female,Other Services
Permenant closed,15,4,Male,Other Services
Open,5,6,Male,Retail
Temporary closed,7,4,Male,Other Services
Permenant closed,5,3,Male,Other Services
Permenant closed,5,9,Male,Retail
Permenant closed,9,10,Male,Other Services
Permenant closed,7,6,Male,Other Services
Permenant closed,6,3,Male,Other Services
Permenant closed,22,8,Male,Manufacturing
Open,19,6,Male,Manufacturing
Open,7,15,Male,Manufacturing
Open,20,16,Male,Manufacturing
Open,8,35,Male,Other Services
Open,7,37,Male,Other Services
Permenant closed,10,4,Male,Manufacturing
Open,7,8,Male,Other Services
Open,6,4,Male,Retail
Open,12,4,Male,Retail
Permenant closed,18,3,Male,Manufacturing
Open,50,7,Male,Other Services
Open,21,7,Male,Manufacturing
Open,8,16,Male,Other Services
Open,55,6,Male,Other Services
Permenant closed,30,5,Male,Other Services
Open,5,3,Male,Retail
Open,6,2,Male,Other Services
Open,21,20,Male,Retail
Open,7,17,Male,Manufacturing
Open,9,9,Male,Manufacturing
Open,5,18,Male,Manufacturing
Open,7,22,Male,Manufacturing
Permenant closed,19,4,Female,Manufacturing
Open,22,33,Male,Manufacturing
Open,6,14,Male,Manufacturing
Open,38,19,Male,Manufacturing
Open,15,2,Male,Manufacturing
Open,9,4,Male,Manufacturing
Open,7,6,Male,Manufacturing
Open,105,13,Male,Manufacturing
Open,30,7,Male,Manufacturing
Open,30,10,Female,Manufacturing
Open,40,19,Female,Manufacturing
Permenant closed,70,6,Male,Manufacturing
Temporary closed,6,12,Male,Manufacturing
Open,12,8,Male,Manufacturing
Open,75,22,Male,Manufacturing
Temporary closed,6,1,Male,Manufacturing
Open,14,9,Male,Manufacturing
Open,8,22,Male,Other Services
Open,20,14,Female,Manufacturing
Temporary closed,12,15,Male,Manufacturing
Open,120,23,Male,Manufacturing
Open,150,23,Male,Manufacturing
Open,12,16,Male,Manufacturing
Temporary closed,5,15,Male,Manufacturing
Open,20,7,Male,Other Services
Temporary closed,3,27,Female,Manufacturing
Open,6,19,Female,Manufacturing
Open,15,50,Male,Manufacturing
Open,65,13,Male,Manufacturing
Open,150,18,Female,Manufacturing
Open,65,22,Male,Other Services
Open,14,11,Male,Manufacturing
Open,150,14,Male,Other Services
Open,119,50,Male,Other Services
Open,120,25,Male,Other Services
Open,9,24,Male,Manufacturing
Open,16,22,Male,Other Services
Open,30,18,Male,Manufacturing
Open,50,11,Male,Manufacturing
Open,20,23,Female,Manufacturing
Open,220,7,Male,Manufacturing
Open,40,20,Male,Other Services
Open,12,19,Male,Other Services
Open,40,19,Male,Other Services
Open,5,11,Female,Other Services
Temporary closed,15,11,Male,Other Services
Open,7,29,Male,Other Services
Open,40,7,Male,Other Services
Open,5,9,Male,Other Services
Open,10,8,Male,Other Services
Permenant closed,3,14,Male,Retail
Open,27,8,Male,Manufacturing
Open,14,9,Male,Other Services
Open,9,26,Male,Other Services
Open,5,9,Male,Retail
Open,64,26,Male,Other Services
Open,40,15,Male,Other Services
Open,15,18,Male,Retail
Open,14,24,Male,Other Services
Open,8,8,Female,Other Services
Open,12,30,Male,Retail
Open,46,16,Male,Retail
Open,24,15,Female,Retail
Open,2,12,Female,Retail
Open,6,9,Male,Retail
Open,3,16,Male,Retail
Permenant closed,7,2,Male,Manufacturing
Open,12,23,Female,Retail
Open,5,30,Female,Retail
Permenant closed,12,22,Female,Retail
Temporary closed,45,19,Female,Retail
Open,4,8,Female,Retail
Open,8,20,Female,Retail
Open,5,22,Female,Retail
Open,6,27,Male,Retail
Open,10,17,Female,Retail
Open,9,24,Female,Retail
Open,6,27,Male,Retail
Open,7,16,Female,Retail
Open,5,17,Male,Manufacturing
Open,8,16,Male,Retail
Open,70,15,Male,Other Services
Open,5,12,Female,Retail
Open,100,8,Male,Other Services
Open,4,12,Male,Retail
Open,20,11,Male,Retail
Open,20,22,Female,Retail
Open,6,18,Male,Retail
Open,5,12,Male,Retail
Open,15,22,Male,Retail
Permenant closed,9,7,Male,Other Services
Temporary closed,3,11,Female,Other Services
Temporary closed,21,11,Female,Other Services
Temporary closed,3,23,Female,Other Services
Temporary closed,2,16,Male,Other Services
Open,10,18,Male,Other Services
Temporary closed,9,18,Female,Other Services
Open,30,7,Male,Other Services
Temporary closed,8,14,Female,Retail
Open,4,8,Male,Other Services
Open,30,9,Male,Other Services
Open,3,9,Male,Other Services
Permenant closed,3,17,Male,Other Services
Temporary closed,15,20,Male,Other Services
Open,5,15,Male,Other Services
Open,8,21,Male,Other Services
Open,20,8,Male,Other Services
Open,188,19,Male,Retail
Open,28,4,Male,Retail
Open,12,9,Female,Retail
Open,7,8,Male,Retail
Open,12,5,Male,Manufacturing
Open,50,4,Female,Retail
Open,50,10,Male,Retail
Open,9,6,Male,Retail
Open,30,6,Male,Retail
Open,18,3,Male,Retail
Open,6,11,Male,Other Services
Open,6,3,Male,Retail
Open,8,10,Male,Retail
Open,10,10,Female,Retail
Open,8,10,Male,Retail
Open,10,14,Male,Retail
Open,12,7,Female,Retail
Open,6,12,Female,Retail
Open,12,19,Male,Other Services
Open,6,6,Male,Other Services
Open,125,13,Male,Other Services
Open,9,9,Male,Other Services
Open,30,3,Male,Other Services
Open,30,2,Male,Other Services
Open,250,30,Male,Other Services
Open,100,10,Male,Other Services
Open,14,3,Female,Other Services
Open,7,6,Male,Retail
Open,19,9,Male,Retail
Open,30,8,Male,Manufacturing
Open,25,24,Male,Other Services
Temporary closed,250,11,Male,Other Services
Temporary closed,14,21,Female,Other Services
Temporary closed,9,3,Male,Other Services
Temporary closed,50,5,Male,Other Services
Temporary closed,6,3,Male,Other Services
Temporary closed,48,5,Male,Other Services
Temporary closed,6,17,Male,Other Services
Temporary closed,5,23,Female,Other Services
Temporary closed,6,3,Male,Other Services
Temporary closed,5,10,Male,Other Services
Temporary closed,7,4,Female,Other Services
Open,25,7,Male,Other Services
Open,15,5,Female,Other Services
Temporary closed,20,9,Female,Other Services
Temporary closed,10,4,Male,Other Services
Open,50,4,Male,Other Services
Temporary closed,60,6,Male,Other Services
Open,30,12,Male,Other Services
Open,30,8,Male,Manufacturing
Temporary closed,20,3,Male,Manufacturing
Open,22,4,Male,Manufacturing
Open,35,13,Male,Manufacturing
Permenant closed,25,13,Male,Manufacturing
Open,30,12,Male,Other Services
Open,12,14,Male,Manufacturing
Open,7,23,Male,Manufacturing
Open,16,22,Male,Manufacturing
Open,21,9,Male,Manufacturing
Open,24,14,Male,Manufacturing
Open,12,5,Male,Manufacturing
Open,6,5,Male,Manufacturing
Open,10,12,Male,Manufacturing
Open,30,3,Male,Manufacturing
Open,10,24,Male,Manufacturing
Temporary closed,6,5,Male,Manufacturing
Temporary closed,7,6,Male,Retail
Open,8,7,Female,Manufacturing
Open,5,7,Male,Manufacturing
Temporary closed,15,6,Male,Manufacturing
Open,11,2,Male,Other Services
Open,6,4,Male,Manufacturing
Open,23,7,Male,Other Services
Open,5,11,Male,Other Services
Open,30,10,Male,Other Services
Open,6,2,Male,Manufacturing
Open,7,9,Male,Manufacturing
Open,20,11,Male,Retail
Open,9,5,Male,Manufacturing
Open,50,25,Male,Retail
Open,30,10,Male,Manufacturing
Open,40,2,Male,Manufacturing
Open,10,8,Male,Manufacturing
Open,9,17,Male,Manufacturing
Open,22,3,Male,Manufacturing
Open,70,24,Male,Manufacturing
Open,15,4,Male,Other Services
Open,105,10,Male,Retail
Open,21,3,Male,Retail
Temporary closed,17,4,Male,Other Services
Open,40,15,Male,Manufacturing
Open,11,3,Male,Manufacturing
Open,17,14,Male,Manufacturing
Open,12,6,Male,Manufacturing
Open,18,5,Male,Manufacturing
Open,25,9,Male,Manufacturing
Open,5,3,Male,Other Services
Open,10,6,Male,Other Services
Open,180,18,Male,Manufacturing
Open,12,10,Male,Other Services
Temporary closed,37,23,Male,Other Services
Open,32,2,Male,Other Services
Open,120,9,Male,Other Services
Temporary closed,46,11,Male,Other Services
Temporary closed,26,5,Female,Other Services
Temporary closed,70,5,Female,Other Services
Open,41,8,Female,Other Services
Temporary closed,7,5,Male,Other Services
Temporary closed,10,11,Male,Other Services
Open,160,23,Female,Other Services
Temporary closed,22,4,Female,Other Services
Open,80,6,Male,Manufacturing
Open,147,18,Female,Manufacturing
Open,190,9,Male,Manufacturing
Open,35,3,Male,Manufacturing
Open,15,21,Male,Manufacturing
Open,30,9,Male,Manufacturing
Open,28,12,Male,Manufacturing
Permenant closed,130,2,Male,Manufacturing
Temporary closed,57,4,Male,Manufacturing
Open,27,24,Male,Manufacturing
Temporary closed,18,10,Male,Manufacturing
Open,20,7,Male,Other Services
Open,7,3,Male,Manufacturing
Open,160,13,Male,Manufacturing
Open,34,13,Female,Manufacturing
Open,40,8,Male,Retail
Open,6,18,Male,Retail
Open,12,3,Male,Retail
Open,14,5,Female,Retail
Open,5,21,Male,Other Services
Open,17,9,Male,Retail
Open,7,3,Male,Retail
Open,230,16,Male,Other Services
Open,40,11,Male,Retail
Open,6,4,Male,Retail
Open,12,2,Female,Retail
Open,32,12,Male,Other Services
Open,7,3,Male,Other Services
Open,9,29,Male,Other Services
Temporary closed,14,17,Male,Other Services
Open,20,23,Male,Other Services
Temporary closed,50,6,Male,Other Services
Open,33,6,Male,Other Services
Open,10,19,Male,Other Services
Open,20,6,Male,Manufacturing
Temporary closed,15,11,Male,Manufacturing
Open,35,11,Male,Manufacturing
Open,9,4,Male,Manufacturing
Open,12,18,Male,Other Services
Open,12,3,Male,Manufacturing
Open,7,14,Male,Manufacturing
Open,14,25,Male,Manufacturing
Open,5,49,Male,Other Services
Open,18,6,Female,Manufacturing
Open,84,11,Male,Manufacturing
Open,30,25,Male,Manufacturing
Open,25,15,Female,Manufacturing
Open,13,16,Female,Retail
Open,16,7,Male,Manufacturing
Open,12,13,Male,Manufacturing
Open,7,12,Male,Other Services
Open,27,9,Male,Manufacturing
Open,24,23,Male,Manufacturing
Open,12,22,Male,Manufacturing
Temporary closed,35,14,Male,Manufacturing
Open,10,11,Male,Manufacturing
Open,30,17,Male,Other Services
Open,24,11,Female,Manufacturing
Open,20,13,Female,Manufacturing
Temporary closed,13,17,Female,Other Services
Temporary closed,6,2,Female,Other Services
Temporary closed,5,20,Male,Other Services
Temporary closed,20,14,Female,Other Services
Temporary closed,25,10,Male,Other Services
Temporary closed,12,5,Female,Other Services
Temporary closed,19,11,Male,Other Services
Open,20,6,Male,Manufacturing
Temporary closed,10,6,Female,Other Services
Temporary closed,25,18,Male,Other Services
Open,35,11,Male,Retail
Open,35,3,Male,Retail
Open,30,2,Male,Manufacturing
Open,25,9,Male,Other Services
Open,40,27,Male,Other Services
Open,150,11,Male,Other Services
Open,18,19,Male,Other Services
Open,60,14,Male,Other Services
Open,200,21,Male,Other Services
Open,250,14,Male,Other Services
Open,73,7,Female,Manufacturing
Temporary closed,10,8,Male,Manufacturing
Open,50,7,Male,Other Services
Open,2,4,Male,Manufacturing
Open,45,7,Male,Other Services
Open,22,6,Male,Manufacturing
Open,15,8,Male,Manufacturing
Open,5,7,Male,Manufacturing
Open,5,23,Male,Manufacturing
Open,14,3,Male,Other Services
Open,40,12,Male,Other Services
Temporary closed,21,4,Male,Manufacturing
Open,10,28,Male,Manufacturing
Open,40,8,Male,Manufacturing
Open,140,11,Male,Other Services
Open,250,7,Male,Manufacturing
Open,18,3,Male,Retail
Open,160,21,Male,Other Services
Open,10,13,Male,Other Services
Temporary closed,7,14,Male,Other Services
Temporary closed,3,21,Male,Other Services
Temporary closed,160,13,Male,Other Services
Temporary closed,25,7,Female,Other Services
Temporary closed,10,8,Male,Other Services
Temporary closed,6,6,Female,Other Services
Open,22,7,Male,Manufacturing
Open,8,24,Male,Other Services
Permenant closed,10,2,Male,Manufacturing
Open,48,23,Male,Other Services
Permenant closed,30,8,Male,Retail
Open,132,3,Male,Retail
Temporary closed,18,4,Male,Retail
Temporary closed,8,3,Male,Other Services
Open,6,9,Male,Retail
Open,100,14,Male,Retail
Open,250,9,Female,Retail
Open,55,12,Male,Other Services
Open,15,4,Male,Other Services
Open,12,9,Female,Retail
Open,140,21,Female,Other Services
Temporary closed,30,11,Male,Manufacturing
Open,9,17,Female,Retail
Open,8,14,Male,Other Services
Open,55,7,Male,Retail
Open,70,2,Male,Other Services
Open,58,6,Male,Other Services
Open,40,1,Male,Manufacturing
Open,100,11,Male,Other Services
Open,200,9,Male,Other Services
Open,250,18,Male,Other Services
Open,15,2,Male,Other Services
Open,26,7,Male,Other Services
Open,20,6,Male,Other Services
Open,120,3,Female,Other Services
Open,8,14,Male,Other Services
Open,250,10,Male,Other Services
Open,150,15,Male,Retail
Open,6,3,Male,Retail
Open,5,5,Male,Other Services
Open,10,11,Male,Retail
Open,6,3,Male,Retail
Open,10,4,Male,Other Services
Open,13,10,Male,Other Services
Open,5,2,Male,Other Services
Open,10,10,Male,Other Services
Open,30,8,Male,Other Services
Temporary closed,55,8,Male,Other Services
Open,62,15,Female,Other Services
Temporary closed,55,2,Male,Other Services
Open,52,5,Female,Other Services
Temporary closed,30,4,Female,Other Services
Temporary closed,50,7,Male,Other Services
Temporary closed,50,4,Male,Other Services
Open,15,20,Male,Other Services
Temporary closed,74,8,Female,Other Services
Temporary closed,20,5,Female,Other Services
Temporary closed,32,20,Male,Other Services
Temporary closed,8,3,Male,Other Services
Temporary closed,22,5,Female,Other Services
Temporary closed,21,10,Female,Other Services
Open,8,12,Male,Other Services
Temporary closed,5,3,Female,Other Services
Temporary closed,18,8,Male,Other Services
Open,7,8,Female,Other Services
Open,80,11,Female,Other Services
Temporary closed,200,6,Male,Other Services
Open,15,3,Female,Other Services
Open,7,9,Male,Manufacturing
Open,12,10,Male,Manufacturing
Open,14,15,Male,Other Services
Open,27,6,Male,Other Services
Open,20,9,Male,Manufacturing
Open,100,2,Male,Manufacturing
Open,156,19,Female,Manufacturing
Open,15,12,Male,Manufacturing
Open,120,1,Male,Manufacturing
Open,135,13,Male,Manufacturing
Temporary closed,15,7,Male,Manufacturing
Open,35,8,Male,Manufacturing
Open,27,25,Male,Manufacturing
Open,20,9,Female,Retail
Open,30,4,Male,Manufacturing
Open,62,5,Male,Manufacturing
Open,47,4,Male,Retail
Open,20,5,Male,Other Services
Open,90,6,Male,Manufacturing
Open,60,3,Male,Manufacturing
Open,50,27,Female,Manufacturing
Temporary closed,10,15,Female,Manufacturing
Open,8,17,Male,Manufacturing
Open,46,11,Male,Manufacturing
Open,14,12,Male,Manufacturing
Open,25,22,Male,Manufacturing
Open,21,21,Female,Manufacturing
Open,8,4,Male,Manufacturing
Open,10,20,Male,Manufacturing
Open,85,3,Male,Manufacturing
Open,43,24,Male,Manufacturing
Open,32,26,Male,Manufacturing
Open,98,15,Male,Other Services
Open,5,11,Male,Manufacturing
Open,5,14,Female,Retail
Open,95,23,Male,Retail
Open,8,8,Male,Retail
Open,7,5,Female,Retail
Open,10,12,Male,Other Services
Temporary closed,20,10,Male,Other Services
Temporary closed,10,20,Male,Other Services
Temporary closed,7,8,Male,Manufacturing
Temporary closed,10,32,Male,Manufacturing
Temporary closed,8,8,Male,Manufacturing
Open,60,5,Male,Manufacturing
Open,6,3,Male,Retail
Open,11,21,Male,Manufacturing
Open,20,7,Male,Retail
Open,12,13,Male,Manufacturing
Open,27,22,Male,Manufacturing
Temporary closed,9,11,Male,Manufacturing
Open,10,5,Male,Other Services
Temporary closed,8,7,Male,Other Services
Open,25,22,Male,Other Services
Open,80,15,Male,Manufacturing
Open,30,4,Male,Manufacturing
Temporary closed,55,23,Male,Manufacturing
Open,45,10,Male,Manufacturing
Permenant closed,24,3,Male,Manufacturing
Open,79,17,Male,Manufacturing
Open,7,15,Female,Retail
Open,24,6,Male,Retail
Open,6,7,Female,Retail
Open,22,8,Male,Retail
Temporary closed,7,22,Female,Other Services
Open,16,6,Male,Other Services
Open,20,3,Male,Retail
Open,22,3,Male,Manufacturing
Open,28,11,Male,Manufacturing
Open,70,13,Male,Manufacturing
Temporary closed,12,31,Female,Retail
Open,24,10,Male,Manufacturing
Open,9,16,Male,Manufacturing
Open,5,7,Male,Manufacturing
Open,6,1,Male,Retail
Open,10,7,Male,Retail
Temporary closed,5,7,Male,Other Services
Open,10,2,Male,Other Services
Open,30,8,Male,Other Services
Open,10,3,Male,Other Services
Temporary closed,10,3,Male,Other Services
Temporary closed,25,1,Male,Other Services
Open,11,4,Male,Other Services
Temporary closed,13,1,Female,Other Services
Temporary closed,34,7,Male,Other Services
Temporary closed,10,1,Male,Other Services
Temporary closed,7,1,Male,Other Services
Temporary closed,11,1,Female,Other Services
Open,9,2,Female,Other Services
Temporary closed,32,2,Male,Other Services
Temporary closed,8,4,Female,Other Services
Temporary closed,5,1,Male,Other Services
Temporary closed,7,3,Male,Other Services
Temporary closed,7,3,Female,Other Services
Permenant closed,12,1,Female,Other Services
Temporary closed,12,2,Female,Other Services
Open,25,2,Female,Manufacturing
Permenant closed,37,1,Male,Other Services
Temporary closed,11,1,Male,Other Services
Open,6,2,Male,Other Services
Open,10,2,Male,Manufacturing
Open,20,2,Male,Manufacturing
Open,10,1,Male,Manufacturing
Open,25,1,Male,Manufacturing
Open,3,2,Male,Manufacturing
Open,40,1,Male,Other Services
Open,15,1,Male,Manufacturing
Open,40,6,Male,Other Services
Open,10,2,Male,Manufacturing
Open,10,2,Male,Manufacturing
Open,9,7,Male,Other Services
Open,98,23,Male,Manufacturing
Open,10,44,Male,Manufacturing
Open,22,28,Male,Manufacturing
Open,13,25,Male,Other Services
Open,14,16,Male,Retail
Open,35,16,Male,Manufacturing
Open,8,31,Male,Manufacturing
Temporary closed,7,25,Male,Manufacturing
Open,40,30,Male,Manufacturing
Open,4,29,Female,Manufacturing
Open,63,31,Male,Manufacturing
Open,7,26,Female,Manufacturing
Open,110,73,Male,Other Services
Open,18,15,Male,Other Services
Open,49,22,Male,Other Services
Open,13,26,Female,Retail
Open,6,23,Male,Other Services
Open,11,19,Male,Other Services
Open,18,19,Male,Other Services
Open,34,8,Male,Other Services
Open,12,19,Male,Other Services
Open,46,29,Male,Retail
Open,13,28,Male,Other Services
Open,65,27,Male,Other Services
Open,6,27,Male,Other Services
Open,7,25,Male,Manufacturing
Open,10,29,Female,Other Services
Open,5,26,Male,Retail
Open,70,27,Male,Manufacturing
Open,23,36,Female,Manufacturing
Open,94,25,Male,Retail
Open,32,29,Male,Manufacturing
Open,44,27,Female,Retail
Open,24,48,Female,Other Services
Open,100,29,Male,Retail
Open,17,26,Male,Other Services
Open,10,27,Female,Retail
Open,4,23,Male,Retail
Open,112,27,Male,Retail
Open,70,59,Male,Other Services
Open,9,34,Male,Other Services
Open,6,30,Male,Other Services
Open,5,14,Male,Other Services
Open,17,54,Male,Other Services
Open,14,7,Female,Other Services
Temporary closed,7,5,Male,Other Services
Open,195,32,Male,Other Services
Open,19,18,Male,Other Services
Open,15,16,Female,Other Services
Open,190,27,Male,Retail
Open,50,27,Male,Other Services
Open,24,28,Male,Manufacturing
Open,6,19,Male,Manufacturing
Open,11,5,Female,Other Services
Open,30,7,Male,Other Services
Open,53,14,Male,Manufacturing
Open,43,3,Female,Other Services
Open,16,9,Male,Manufacturing
Open,36,16,Male,Other Services
Open,9,11,Male,Other Services
Open,19,13,Male,Other Services
Open,24,12,Male,Other Services
Open,10,14,Male,Other Services
Open,28,16,Female,Manufacturing
Open,7,11,Male,Retail
Open,7,12,Male,Manufacturing
Open,25,19,Male,Other Services
Open,31,28,Male,Manufacturing
Open,246,30,Male,Other Services
Open,15,29,Male,Other Services
Open,6,29,Male,Retail
Open,92,27,Male,Manufacturing
Open,8,9,Male,Retail
Open,12,26,Male,Other Services
Open,61,23,Female,Other Services
Open,22,20,Female,Other Services
Open,196,23,Male,Manufacturing
Open,10,7,Female,Manufacturing
Open,14,13,Male,Other Services
Open,148,42,Male,Other Services
Open,5,22,Male,Other Services
Open,6,16,Female,Other Services
Open,38,6,Male,Other Services
Open,34,62,Male,Manufacturing
Open,25,10,Male,Retail
Open,15,9,Male,Retail
Open,32,26,Male,Other Services
Open,22,21,Male,Manufacturing
Open,8,29,Male,Manufacturing
Open,9,26,Male,Retail
Open,6,15,Male,Other Services
Open,37,26,Male,Other Services
Open,5,28,Male,Other Services
Open,21,29,Male,Other Services
Open,56,27,Female,Other Services
Open,34,42,Male,Other Services
Open,5,11,Male,Other Services
Open,7,16,Female,Retail
Open,13,25,Male,Manufacturing
Open,6,4,Male,Other Services
Open,192,28,Male,Manufacturing
Open,79,25,Male,Other Services
Open,14,11,Male,Other Services
Open,48,28,Male,Other Services
Open,32,30,Male,Other Services
Open,190,98,Male,Manufacturing
Open,55,29,Male,Manufacturing
Open,102,37,Female,Manufacturing
Open,9,21,Male,Other Services
Open,19,18,Male,Other Services
Open,117,30,Female,Manufacturing
Open,45,38,Male,Other Services
